adviceNum,explain,target,upTarget,downTarget,upGauge,downGauge,probability,notAppear,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,weight12,weight13,weight14
3,남은 모든 연성에서 {1} 효과의 연성 확률 5% 하락,1,,,,,0.05,"1, 3, 4, 5",0.009530,0.008972,0.008972,0.008961,0.008961,0.007477,0.007595,0.0079,0.0079,0.007709,0.007835,0.007835,0.007835,0.007676,0.007801
3,남은 모든 연성에서 {2} 효과의 연성 확률 5% 하락,2,,,,,0.05,"1, 3, 4, 5",0.009530,0.008972,0.008972,0.008961,0.008961,0.007477,0.007595,0.0079,0.0079,0.007709,0.007835,0.007835,0.007835,0.007676,0.007801
3,남은 모든 연성에서 {3} 효과의 연성 확률 5% 하락,3,,,,,0.05,"1, 3, 4, 5",0.009530,0.008972,0.008972,0.008961,0.008961,0.007477,0.007595,0.0079,0.0079,0.007709,0.007835,0.007835,0.007835,0.007676,0.007801
3,남은 모든 연성에서 {4} 효과의 연성 확률 5% 하락,4,,,,,0.05,"1, 3, 4, 5",0.009530,0.008972,0.008972,0.008961,0.008961,0.007477,0.007595,0.0079,0.0079,0.007709,0.007835,0.007835,0.007835,0.007676,0.007801
3,남은 모든 연성에서 선택한 효과의 연성 확률 5% 하락,pick,,,,,0.05,5,0.005295,0.004984,0.004984,0.004978,0.004978,0.004154,0.004219,0.004367,0.004367,0.004283,0.004353,0.004353,0.004353,0.004264,0.004334
3,남은 모든 연성에서 {0} 효과의 연성 확률 10% 하락,0,,,,,0.10,"1, 3, 4, 5",0.002383,0.002243,0.002243,0.002240,0.002240,0.001869,0.001899,0.001965,0.001965,0.001927,0.001959,0.001959,0.001959,0.001919,0.0020
3,남은 모든 연성에서 {1} 효과의 연성 확률 10% 하락,1,,,,,0.10,"1, 3, 4, 5",0.002383,0.002243,0.002243,0.002240,0.002240,0.001869,0.001899,0.001965,0.001965,0.001927,0.001959,0.001959,0.001959,0.001919,0.0020
3,남은 모든 연성에서 {2} 효과의 연성 확률 10% 하락,2,,,,,0.10,"1, 3, 4, 5",0.002383,0.002243,0.002243,0.002240,0.002240,0.001869,0.001899,0.001965,0.001965,0.001927,0.001959,0.001959,0.001959,0.001919,0.0020
3,남은 모든 연성에서 {3} 효과의 연성 확률 10% 하락,3,,,,,0.10,"1, 3, 4, 5",0.002383,0.002243,0.002243,0.002240,0.002240,0.001869,0.001899,0.001965,0.001965,0.001927,0.001959,0.001959,0.001959,0.001919,0.0020
3,남은 모든 연성에서 {4} 효과의 연성 확률 10% 하락,4,,,,,0.10,"1, 3, 4, 5",0.002383,0.002243,0.002243,0.002240,0.002240,0.001869,0.001899,0.001965,0.001965,0.001927,0.001959,0.001959,0.001959,0.001919,0.0020
3,남은 모든 연성에서 선택한 효과의 연성 확률 10% 하락,pick,,,,,0.10,5,0.001324,0.001246,0.001246,0.001245,0.001245,0.001038,0.001055,0.001092,0.001092,0.001071,0.001088,0.001088,0.001088,0.001066,0.001083
4,이번 연성에서 {0} 효과 연성,0,,,,,,"1, 2, 4",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
4,이번 연성에서 {1} 효과 연성,1,,,,,,"1, 2, 4",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
4,이번 연성에서 {2} 효과 연성,2,,,,,,"1, 2, 4",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
4,이번 연성에서 {3} 효과 연성,3,,,,,,"1, 2, 4",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
4,이번 연성에서 {4} 효과 연성,4,,,,,,"1, 2, 4",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
4,이번 연성에서 선택한 효과 연성,pick,,,,,,0,0.004633,0.004361,0.004361,0.004356,0.004356,0.003634,0.003692,0.003821,0.003821,0.003747,0.003808,0.003808,0.003808,0.003731,0.003792
5,기회를 2회 소모하여 {0} 효과 2단계 연성,0,,,,,,"1, 2, 4, 7",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
5,기회를 2회 소모하여 {1} 효과 2단계 연성,1,,,,,,"1, 2, 4, 7",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
5,기회를 2회 소모하여 {2} 효과 2단계 연성,2,,,,,,"1, 2, 4, 7",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
5,기회를 2회 소모하여 {3} 효과 2단계 연성,3,,,,,,"1, 2, 4, 7",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
5,기회를 2회 소모하여 {4} 효과 2단계 연성,4,,,,,,"1, 2, 4, 7",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
5,기회를 2회 소모하여 선택한 효과 2단계 연성,pick,,,,,,7,0.004633,0.004361,0.004361,0.004356,0.004356,0.003634,0.003692,0.003821,0.003821,0.003747,0.003808,0.003808,0.003808,0.003731,0.003792
6,이번에 연성되는 효과는 2단계 상승,,,,,,,0,0.006618,0.006231,0.006231,0.006223,0.006223,0.005192,0.005274,0.005459,0.005459,0.005353,0.005441,0.005441,0.005441,0.0053,0.005417
7,"이번에 연성되는 효과는 3단계 상승. 단, 연성 기회 2회 소모",,,,,,,7,0.006618,0.006231,0.006231,0.006223,0.006223,0.005192,0.005274,0.005459,0.005459,0.005353,0.005441,0.005441,0.005441,0.0053,0.005417
8,이번 연성에 한해 2개의 효과 동시에 연성,,,,,,,5,0.006618,0.006231,0.006231,0.006223,0.006223,0.005192,0.005274,0.005459,0.005459,0.005353,0.005441,0.005441,0.005441,0.0053,0.005417
9,"이번 연성에 한해 3개의 효과 동시에 연성. 단, 연성 기회 2회 소모",,,,,,,"6, 7",0.006618,0.006231,0.006231,0.006223,0.006223,0.005192,0.005274,0.005459,0.005459,0.005353,0.005441,0.005441,0.005441,0.0053,0.005417
10,이번 연성에서 {0} 효과의 연성 대성공 확률 100% 상승,0,,,,,,"1, 3, 4, 8",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
10,이번 연성에서 {1} 효과의 연성 대성공 확률 100% 상승,1,,,,,,"1, 3, 4, 8",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
10,이번 연성에서 {2} 효과의 연성 대성공 확률 100% 상승,2,,,,,,"1, 3, 4, 8",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
10,이번 연성에서 {3} 효과의 연성 대성공 확률 100% 상승,3,,,,,,"1, 3, 4, 8",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
10,이번 연성에서 {4} 효과의 연성 대성공 확률 100% 상승,4,,,,,,"1, 3, 4, 8",0.008339,0.007850,0.007850,0.007841,0.007841,0.006542,0.006646,0.006878,0.006878,0.006745,0.006855,0.006855,0.006855,0.006716,0.006826
10,이번 연성에서 선택한 효과의 연성 대성공 확률 100% 상승,pick,,,,,,9,0.004633,0.004361,0.004361,0.004356,0.004356,0.003634,0.003692,0.003821,0.003821,0.003747,0.003808,0.003808,0.003808,0.003731,0.003792
11,남은 모든 연성에서 {0} 효과의 연성 대성공 확률 7% 상승,0,,,,,0.07,"1, 3, 4, 8",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
11,남은 모든 연성에서 {1} 효과의 연성 대성공 확률 7% 상승,1,,,,,0.07,"1, 3, 4, 8",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
11,남은 모든 연성에서 {2} 효과의 연성 대성공 확률 7% 상승,2,,,,,0.07,"1, 3, 4, 8",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
11,남은 모든 연성에서 {3} 효과의 연성 대성공 확률 7% 상승,3,,,,,0.07,"1, 3, 4, 8",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
11,남은 모든 연성에서 {4} 효과의 연성 대성공 확률 7% 상승,4,,,,,0.07,"1, 3, 4, 8",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
11,남은 모든 연성에서 선택한 효과의 연성 대성공 확률 7% 상승,pick,,,,,0.07,9,0.007412,0.006978,0.006978,0.006970,0.006970,0.005815,0.005907,0.006114,0.006114,0.005996,0.006094,0.006094,0.006094,0.0060,0.006067
11,남은 모든 연성에서 {0} 효과의 연성 대성공 확률 15% 상승,0,,,,,0.15,"1, 3, 4, 8",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
11,남은 모든 연성에서 {1} 효과의 연성 대성공 확률 15% 상승,1,,,,,0.15,"1, 3, 4, 8",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
11,남은 모든 연성에서 {2} 효과의 연성 대성공 확률 15% 상승,2,,,,,0.15,"1, 3, 4, 8",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
11,남은 모든 연성에서 {3} 효과의 연성 대성공 확률 15% 상승,3,,,,,0.15,"1, 3, 4, 8",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
11,남은 모든 연성에서 {4} 효과의 연성 대성공 확률 15% 상승,4,,,,,0.15,"1, 3, 4, 8",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
11,남은 모든 연성에서 선택한 효과의 연성 대성공 확률 15% 상승,pick,,,,,0.15,9,0.001853,0.001745,0.001745,0.001742,0.001742,0.001454,0.001477,0.001528,0.001528,0.001499,0.001523,0.001523,0.001523,0.001493,0.001517
12,이번 연성에서 모든 효과의 연성 대성공 확률 30% 상승,all,,,,,0.30,9,0.018531,0.017445,0.017445,0.017424,0.017424,0.014538,0.014768,0.015284,0.015284,0.014989,0.015234,0.015234,0.015234,0.014925,0.015168
12,이번 연성에서 모든 효과의 연성 대성공 확률 60% 상승,all,,,,,0.60,9,0.004633,0.004361,0.004361,0.004356,0.004356,0.003634,0.003692,0.003821,0.003821,0.003747,0.003808,0.003808,0.003808,0.003731,0.003792
13,남은 모든 연성에서 모든 효과의 연성 대성공 확률 5% 상승,all,,,,,0.05,9,0.018531,0.017445,0.017445,0.017424,0.017424,0.014538,0.014768,0.015284,0.015284,0.014989,0.015234,0.015234,0.015234,0.014925,0.015168
13,남은 모든 연성에서 모든 효과의 연성 대성공 확률 10% 상승,all,,,,,0.10,9,0.004633,0.004361,0.004361,0.004356,0.004356,0.003634,0.003692,0.003821,0.003821,0.003747,0.003808,0.003808,0.003808,0.003731,0.003792
14,{0} 효과의 단계 [-1~+2]만큼 상승,0,,,,,,"1, 4",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
14,{1} 효과의 단계 [-1~+2]만큼 상승,1,,,,,,"1, 4",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
14,{2} 효과의 단계 [-1~+2]만큼 상승,2,,,,,,"1, 4",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
14,{3} 효과의 단계 [-1~+2]만큼 상승,3,,,,,,"1, 4",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
14,{4} 효과의 단계 [-1~+2]만큼 상승,4,,,,,,"1, 4",0.003336,0.003140,0.003140,0.003136,0.003136,0.002617,0.002658,0.002751,0.002751,0.002698,0.002742,0.002742,0.002742,0.002687,0.0027
14,선택한 효과의 단계 [-1~+2]만큼 상승,pick,,,,,,0,0.001853,0.001745,0.001745,0.001742,0.001742,0.001454,0.001477,0.001528,0.001528,0.001499,0.001523,0.001523,0.001523,0.001493,0.001517
15,{0} 효과의 단계 [-2~+2]만큼 상승,0,,,,,,"1, 4",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
15,{1} 효과의 단계 [-2~+2]만큼 상승,1,,,,,,"1, 4",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
15,{2} 효과의 단계 [-2~+2]만큼 상승,2,,,,,,"1, 4",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
15,{3} 효과의 단계 [-2~+2]만큼 상승,3,,,,,,"1, 4",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
15,{4} 효과의 단계 [-2~+2]만큼 상승,4,,,,,,"1, 4",0.013342,0.012561,0.012561,0.012545,0.012545,0.010467,0.010633,0.011004,0.011004,0.010792,0.010968,0.010968,0.010968,0.010746,0.010921
15,선택한 효과의 단계 [-2~+2]만큼 상승,pick,,,,,,0,0.007412,0.006978,0.006978,0.006970,0.006970,0.005815,0.005907,0.006114,0.006114,0.005996,0.006094,0.006094,0.006094,0.0060,0.006067
16,{0} 효과의 단계 25% 확률로 1 상승,0,,,,,0.25,"1, 4",0.017821,0.016778,0.016778,0.016757,0.016757,0.013981,0.014203,0.014699,0.014699,0.014415,0.014651,0.014651,0.014651,0.014354,0.014587
16,{1} 효과의 단계 25% 확률로 1 상승,1,,,,,0.25,"1, 4",0.017821,0.016778,0.016778,0.016757,0.016757,0.013981,0.014203,0.014699,0.014699,0.014415,0.014651,0.014651,0.014651,0.014354,0.014587
16,{2} 효과의 단계 25% 확률로 1 상승,2,,,,,0.25,"1, 4",0.017821,0.016778,0.016778,0.016757,0.016757,0.013981,0.014203,0.014699,0.014699,0.014415,0.014651,0.014651,0.014651,0.014354,0.014587
16,{3} 효과의 단계 25% 확률로 1 상승,3,,,,,0.25,"1, 4",0.017821,0.016778,0.016778,0.016757,0.016757,0.013981,0.014203,0.014699,0.014699,0.014415,0.014651,0.014651,0.014651,0.014354,0.014587
16,{4} 효과의 단계 25% 확률로 1 상승,4,,,,,0.25,"1, 4",0.017821,0.016778,0.016778,0.016757,0.016757,0.013981,0.014203,0.014699,0.014699,0.014415,0.014651,0.014651,0.014651,0.014354,0.014587
16,선택한 효과의 단계 25% 확률로 1 상승,pick,,,,,0.25,0,0.009901,0.009321,0.009321,0.009309,0.009309,0.007767,0.007890,0.008166,0.008166,0.008009,0.008139,0.008139,0.008139,0.007974,0.008104
16,{0} 효과의 단계 50% 확률로 1 상승,0,,,,,0.50,"1, 4",0.004455,0.004194,0.004194,0.004189,0.004189,0.003495,0.003551,0.003675,0.003675,0.003604,0.003663,0.003663,0.003663,0.003588,0.003647
16,{1} 효과의 단계 50% 확률로 1 상승,1,,,,,0.50,"1, 4",0.004455,0.004194,0.004194,0.004189,0.004189,0.003495,0.003551,0.003675,0.003675,0.003604,0.003663,0.003663,0.003663,0.003588,0.003647
16,{2} 효과의 단계 50% 확률로 1 상승,2,,,,,0.50,"1, 4",0.004455,0.004194,0.004194,0.004189,0.004189,0.003495,0.003551,0.003675,0.003675,0.003604,0.003663,0.003663,0.003663,0.003588,0.003647
16,{3} 효과의 단계 50% 확률로 1 상승,3,,,,,0.50,"1, 4",0.004455,0.004194,0.004194,0.004189,0.004189,0.003495,0.003551,0.003675,0.003675,0.003604,0.003663,0.003663,0.003663,0.003588,0.003647
16,{4} 효과의 단계 50% 확률로 1 상승,4,,,,,0.50,"1, 4",0.004455,0.004194,0.004194,0.004189,0.004189,0.003495,0.003551,0.003675,0.003675,0.003604,0.003663,0.003663,0.003663,0.003588,0.003647
16,선택한 효과의 단계 50% 확률로 1 상승,pick,,,,,0.50,0,0.002475,0.002330,0.002330,0.002327,0.002327,0.001942,0.001973,0.002041,0.002041,0.002002,0.002035,0.002035,0.002035,0.001994,0.002026
17,임의의 효과 1개의 단계 1 상승,,,,,,,0,0.021840,0.020561,0.020561,0.020535,0.020535,0.017134,0.017405,0.018013,0.018013,0.017666,0.017954,0.017954,0.017954,0.017591,0.017876
18,{0} 효과의 단계를 [1~2] 중 하나로 변경,0,,,,,,"1, 10",0,0.003738,0.003738,0.003734,0.003734,0.003115,0,0,0,0,0,0,0,0,0
